"id_maquina","anio","coste_total","n_averias","exposicion","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M354",2,6283.54,2,1,"Acabado","Critica","B",0.484,"Preventivo",90
"M354",3,0,0,1,"Acabado","Critica","B",0.484,"Preventivo",90
"M354",4,0,0,1,"Acabado","Critica","B",0.484,"Preventivo",90
"M355",1,1168.3,2,1,"Lijado","Auxiliar","A",0.429,"Correctivo",NA
"M355",2,439.32,1,1,"Lijado","Auxiliar","A",0.429,"Correctivo",NA
"M355",3,175.48,1,1,"Lijado","Auxiliar","A",0.429,"Correctivo",NA
"M355",4,932.18,2,1,"Lijado","Auxiliar","A",0.429,"Correctivo",NA
"M356",2,1632.53,1,0.942,"Ensamblaje","Auxiliar","A",0.827,"Correctivo",NA
"M356",3,1885.15,2,1,"Ensamblaje","Auxiliar","A",0.827,"Correctivo",NA
"M356",4,1226.5,1,1,"Ensamblaje","Auxiliar","A",0.827,"Correctivo",NA
"M357",1,2671.14,2,1,"Ensamblaje","Importante","C",0.56,"Correctivo",NA
"M357",2,1427,2,1,"Ensamblaje","Importante","C",0.56,"Correctivo",NA
"M357",3,0,0,1,"Ensamblaje","Importante","C",0.56,"Correctivo",NA
"M357",4,1072.82,1,1,"Ensamblaje","Importante","C",0.56,"Correctivo",NA
"M358",1,2064.98,3,1,"Lijado","Auxiliar","B",0.73,"Preventivo",90
"M358",2,0,0,1,"Lijado","Auxiliar","B",0.73,"Preventivo",90
"M358",3,2942.37,2,1,"Lijado","Auxiliar","B",0.73,"Preventivo",90
"M358",4,1489.82,2,1,"Lijado","Auxiliar","B",0.73,"Preventivo",90
"M359",1,0,0,1,"Ensamblaje","Importante","A",0.546,"Correctivo",NA
"M359",2,844.41,2,1,"Ensamblaje","Importante","A",0.546,"Correctivo",NA
"M359",3,1796.12,1,1,"Ensamblaje","Importante","A",0.546,"Correctivo",NA
"M359",4,5966.74,3,1,"Ensamblaje","Importante","A",0.546,"Correctivo",NA
"M360",1,0,0,1,"Ensamblaje","Auxiliar","A",0.796,"Preventivo",60
"M360",2,0,0,1,"Ensamblaje","Auxiliar","A",0.796,"Preventivo",60
"M360",3,0,0,1,"Ensamblaje","Auxiliar","A",0.796,"Preventivo",60
"M360",4,740.2,1,1,"Ensamblaje","Auxiliar","A",0.796,"Preventivo",60
"M361",1,0,0,1,"Lijado","Auxiliar","B",0.879,"Preventivo",90
"M361",2,0,0,1,"Lijado","Auxiliar","B",0.879,"Preventivo",90
"M361",3,0,0,1,"Lijado","Auxiliar","B",0.879,"Preventivo",90
"M361",4,0,0,1,"Lijado","Auxiliar","B",0.879,"Preventivo",90
"M362",1,754.92,1,1,"Ensamblaje","Importante","A",0.62,"Preventivo",90
"M362",2,0,0,1,"Ensamblaje","Importante","A",0.62,"Preventivo",90
"M362",3,669.03,1,1,"Ensamblaje","Importante","A",0.62,"Preventivo",90
"M362",4,0,0,1,"Ensamblaje","Importante","A",0.62,"Preventivo",90
"M363",1,0,0,1,"Ensamblaje","Importante","B",0.871,"Preventivo",90
"M363",2,0,0,1,"Ensamblaje","Importante","B",0.871,"Preventivo",90
"M363",3,1433.09,1,1,"Ensamblaje","Importante","B",0.871,"Preventivo",90
"M363",4,1540.55,1,1,"Ensamblaje","Importante","B",0.871,"Preventivo",90
"M364",1,200.47,1,1,"Ensamblaje","Auxiliar","A",0.72,"Preventivo",90
"M364",2,0,0,1,"Ensamblaje","Auxiliar","A",0.72,"Preventivo",90
"M364",3,0,0,1,"Ensamblaje","Auxiliar","A",0.72,"Preventivo",90
"M364",4,0,0,1,"Ensamblaje","Auxiliar","A",0.72,"Preventivo",90
"M365",1,902.84,2,1,"Lijado","Auxiliar","A",0.541,"Correctivo",NA
"M365",2,874.62,1,1,"Lijado","Auxiliar","A",0.541,"Correctivo",NA
"M365",3,669.3,1,1,"Lijado","Auxiliar","A",0.541,"Correctivo",NA
"M365",4,764.78,1,1,"Lijado","Auxiliar","A",0.541,"Correctivo",NA
"M366",3,3072.87,2,0.932,"Mecanizado","Auxiliar","A",0.803,"Correctivo",NA
"M366",4,0,0,1,"Mecanizado","Auxiliar","A",0.803,"Correctivo",NA
"M367",1,0,0,0.055,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M367",2,0,0,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M367",3,0,0,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M367",4,0,0,1,"Mecanizado","Auxiliar","B",0.67,"Preventivo",60
"M368",1,474.63,1,1,"Corte","Importante","B",0.716,"Preventivo",90
"M368",2,0,0,1,"Corte","Importante","B",0.716,"Preventivo",90
"M368",3,0,0,1,"Corte","Importante","B",0.716,"Preventivo",90
"M368",4,0,0,1,"Corte","Importante","B",0.716,"Preventivo",90
"M369",1,0,0,0.049,"Ensamblaje","Auxiliar","C",0.75,"Correctivo",NA
"M369",2,0,0,1,"Ensamblaje","Auxiliar","C",0.75,"Correctivo",NA
"M369",3,0,0,1,"Ensamblaje","Auxiliar","C",0.75,"Correctivo",NA
"M369",4,0,0,1,"Ensamblaje","Auxiliar","C",0.75,"Correctivo",NA
"M370",1,0,0,1,"Lijado","Auxiliar","A",0.741,"Correctivo",NA
"M370",2,716.68,3,1,"Lijado","Auxiliar","A",0.741,"Correctivo",NA
"M370",3,541.63,2,1,"Lijado","Auxiliar","A",0.741,"Correctivo",NA
"M370",4,351.91,1,1,"Lijado","Auxiliar","A",0.741,"Correctivo",NA
"M371",1,2292.95,1,1,"Ensamblaje","Importante","A",0.509,"Preventivo",120
"M371",2,1238.85,1,1,"Ensamblaje","Importante","A",0.509,"Preventivo",120
"M371",3,0,0,1,"Ensamblaje","Importante","A",0.509,"Preventivo",120
"M371",4,5741.71,2,1,"Ensamblaje","Importante","A",0.509,"Preventivo",120
"M372",1,0,0,1,"Corte","Auxiliar","C",0.705,"Preventivo",120
"M372",2,0,0,1,"Corte","Auxiliar","C",0.705,"Preventivo",120
"M372",3,0,0,1,"Corte","Auxiliar","C",0.705,"Preventivo",120
"M372",4,246.61,1,1,"Corte","Auxiliar","C",0.705,"Preventivo",120
"M373",1,0,0,0.573,"Ensamblaje","Importante","B",0.798,"Correctivo",NA
"M373",2,0,0,1,"Ensamblaje","Importante","B",0.798,"Correctivo",NA
"M373",3,0,0,1,"Ensamblaje","Importante","B",0.798,"Correctivo",NA
"M373",4,0,0,1,"Ensamblaje","Importante","B",0.798,"Correctivo",NA
"M374",2,393.1,1,0.049,"Mecanizado","Auxiliar","A",0.801,"Correctivo",NA
"M374",3,1579.24,2,1,"Mecanizado","Auxiliar","A",0.801,"Correctivo",NA
"M374",4,0,0,1,"Mecanizado","Auxiliar","A",0.801,"Correctivo",NA
"M375",2,0,0,0.093,"Lijado","Auxiliar","B",0.417,"Correctivo",NA
"M375",3,804.33,2,1,"Lijado","Auxiliar","B",0.417,"Correctivo",NA
"M375",4,0,0,1,"Lijado","Auxiliar","B",0.417,"Correctivo",NA
"M376",1,1825.13,1,1,"Acabado","Importante","C",0.504,"Correctivo",NA
"M376",2,1072.81,1,1,"Acabado","Importante","C",0.504,"Correctivo",NA
"M376",3,6954.4,4,1,"Acabado","Importante","C",0.504,"Correctivo",NA
"M376",4,845.81,1,1,"Acabado","Importante","C",0.504,"Correctivo",NA
"M377",1,0,0,1,"Ensamblaje","Auxiliar","A",0.637,"Preventivo",120
"M377",2,0,0,1,"Ensamblaje","Auxiliar","A",0.637,"Preventivo",120
"M377",3,0,0,1,"Ensamblaje","Auxiliar","A",0.637,"Preventivo",120
"M377",4,0,0,1,"Ensamblaje","Auxiliar","A",0.637,"Preventivo",120
"M378",3,0,0,0.69,"Corte","Critica","B",0.876,"Preventivo",60
"M378",4,0,0,1,"Corte","Critica","B",0.876,"Preventivo",60
"M379",1,0,0,1,"Lijado","Auxiliar","A",0.471,"Preventivo",90
"M379",2,0,0,1,"Lijado","Auxiliar","A",0.471,"Preventivo",90
"M379",3,0,0,1,"Lijado","Auxiliar","A",0.471,"Preventivo",90
"M379",4,328.21,1,1,"Lijado","Auxiliar","A",0.471,"Preventivo",90
"M380",1,16127.38,3,1,"Ensamblaje","Critica","B",0.557,"Correctivo",NA
"M380",2,3830.11,1,1,"Ensamblaje","Critica","B",0.557,"Correctivo",NA
"M380",3,6480.81,2,1,"Ensamblaje","Critica","B",0.557,"Correctivo",NA
"M380",4,20190.91,5,1,"Ensamblaje","Critica","B",0.557,"Correctivo",NA
"M381",1,747.34,1,1,"Corte","Auxiliar","C",0.931,"Preventivo",90
"M381",2,0,0,1,"Corte","Auxiliar","C",0.931,"Preventivo",90
"M381",3,307.2,1,1,"Corte","Auxiliar","C",0.931,"Preventivo",90
"M381",4,745.76,1,1,"Corte","Auxiliar","C",0.931,"Preventivo",90
"M382",1,0,0,1,"Acabado","Auxiliar","A",0.597,"Correctivo",NA
"M382",2,238.15,1,1,"Acabado","Auxiliar","A",0.597,"Correctivo",NA
"M382",3,0,0,1,"Acabado","Auxiliar","A",0.597,"Correctivo",NA
"M382",4,0,0,1,"Acabado","Auxiliar","A",0.597,"Correctivo",NA
"M383",1,782.82,1,1,"Corte","Auxiliar","A",0.349,"Correctivo",NA
"M383",2,0,0,1,"Corte","Auxiliar","A",0.349,"Correctivo",NA
"M383",3,2305.31,2,1,"Corte","Auxiliar","A",0.349,"Correctivo",NA
"M383",4,0,0,1,"Corte","Auxiliar","A",0.349,"Correctivo",NA
"M384",1,599.22,1,1,"Acabado","Auxiliar","A",0.386,"Preventivo",120
"M384",2,0,0,1,"Acabado","Auxiliar","A",0.386,"Preventivo",120
"M384",3,0,0,1,"Acabado","Auxiliar","A",0.386,"Preventivo",120
"M384",4,1411.15,2,1,"Acabado","Auxiliar","A",0.386,"Preventivo",120
"M385",2,0,0,0.329,"Acabado","Auxiliar","A",0.636,"Preventivo",60
"M385",3,260.61,1,1,"Acabado","Auxiliar","A",0.636,"Preventivo",60
"M385",4,546.2,1,1,"Acabado","Auxiliar","A",0.636,"Preventivo",60
"M386",1,0,0,1,"Ensamblaje","Critica","B",0.837,"Correctivo",NA
"M386",2,0,0,1,"Ensamblaje","Critica","B",0.837,"Correctivo",NA
"M386",3,0,0,1,"Ensamblaje","Critica","B",0.837,"Correctivo",NA
"M386",4,4766.2,2,1,"Ensamblaje","Critica","B",0.837,"Correctivo",NA
"M387",1,0,0,1,"Lijado","Critica","C",0.708,"Preventivo",60
"M387",2,0,0,1,"Lijado","Critica","C",0.708,"Preventivo",60
"M387",3,858.42,1,1,"Lijado","Critica","C",0.708,"Preventivo",60
"M387",4,0,0,1,"Lijado","Critica","C",0.708,"Preventivo",60
"M388",1,514.83,1,1,"Corte","Auxiliar","A",0.434,"Correctivo",NA
"M388",2,490.3,1,1,"Corte","Auxiliar","A",0.434,"Correctivo",NA
"M388",3,835.63,1,1,"Corte","Auxiliar","A",0.434,"Correctivo",NA
"M388",4,0,0,1,"Corte","Auxiliar","A",0.434,"Correctivo",NA
"M389",1,0,0,1,"Ensamblaje","Auxiliar","B",0.656,"Correctivo",NA
"M389",2,0,0,1,"Ensamblaje","Auxiliar","B",0.656,"Correctivo",NA
"M389",3,1008.64,2,1,"Ensamblaje","Auxiliar","B",0.656,"Correctivo",NA
"M389",4,314.2,1,1,"Ensamblaje","Auxiliar","B",0.656,"Correctivo",NA
"M390",1,1615.2,1,1,"Lijado","Importante","B",0.541,"Preventivo",120
"M390",2,0,0,1,"Lijado","Importante","B",0.541,"Preventivo",120
"M390",3,2194.79,2,1,"Lijado","Importante","B",0.541,"Preventivo",120
"M390",4,2028.55,1,1,"Lijado","Importante","B",0.541,"Preventivo",120
"M391",1,0,0,1,"Acabado","Auxiliar","C",0.828,"Correctivo",NA
"M391",2,236.22,1,1,"Acabado","Auxiliar","C",0.828,"Correctivo",NA
"M391",3,0,0,1,"Acabado","Auxiliar","C",0.828,"Correctivo",NA
"M391",4,876.73,2,1,"Acabado","Auxiliar","C",0.828,"Correctivo",NA
"M392",1,0,0,0.567,"Corte","Auxiliar","B",0.382,"Preventivo",60
"M392",2,0,0,1,"Corte","Auxiliar","B",0.382,"Preventivo",60
"M392",3,701.93,2,1,"Corte","Auxiliar","B",0.382,"Preventivo",60
"M392",4,0,0,1,"Corte","Auxiliar","B",0.382,"Preventivo",60
"M393",1,0,0,1,"Corte","Critica","A",0.203,"Correctivo",NA
"M393",2,0,0,1,"Corte","Critica","A",0.203,"Correctivo",NA
"M393",3,601.91,1,1,"Corte","Critica","A",0.203,"Correctivo",NA
"M393",4,0,0,1,"Corte","Critica","A",0.203,"Correctivo",NA
"M394",1,0,0,0.37,"Lijado","Importante","C",0.807,"Correctivo",NA
"M394",2,1392.14,1,1,"Lijado","Importante","C",0.807,"Correctivo",NA
"M394",3,673.9,1,1,"Lijado","Importante","C",0.807,"Correctivo",NA
"M394",4,0,0,1,"Lijado","Importante","C",0.807,"Correctivo",NA
"M395",1,0,0,1,"Corte","Auxiliar","C",0.748,"Preventivo",120
"M395",2,455.73,1,1,"Corte","Auxiliar","C",0.748,"Preventivo",120
"M395",3,0,0,1,"Corte","Auxiliar","C",0.748,"Preventivo",120
"M395",4,0,0,1,"Corte","Auxiliar","C",0.748,"Preventivo",120
"M396",1,0,0,1,"Mecanizado","Auxiliar","B",0.849,"Preventivo",90
"M396",2,585.31,2,1,"Mecanizado","Auxiliar","B",0.849,"Preventivo",90
"M396",3,605.1,1,1,"Mecanizado","Auxiliar","B",0.849,"Preventivo",90
"M396",4,0,0,1,"Mecanizado","Auxiliar","B",0.849,"Preventivo",90
"M397",1,1854.25,1,1,"Acabado","Critica","A",0.606,"Correctivo",NA
"M397",2,17099.5,5,1,"Acabado","Critica","A",0.606,"Correctivo",NA
"M397",3,4582.37,1,1,"Acabado","Critica","A",0.606,"Correctivo",NA
"M397",4,11094.26,2,1,"Acabado","Critica","A",0.606,"Correctivo",NA
"M398",1,0,0,0.532,"Lijado","Critica","C",0.672,"Correctivo",NA
"M398",2,0,0,1,"Lijado","Critica","C",0.672,"Correctivo",NA
"M398",3,0,0,1,"Lijado","Critica","C",0.672,"Correctivo",NA
"M398",4,0,0,1,"Lijado","Critica","C",0.672,"Correctivo",NA
"M399",1,0,0,1,"Lijado","Importante","A",0.629,"Preventivo",90
"M399",2,0,0,1,"Lijado","Importante","A",0.629,"Preventivo",90
"M399",3,2542.13,1,1,"Lijado","Importante","A",0.629,"Preventivo",90
"M399",4,2770.62,2,1,"Lijado","Importante","A",0.629,"Preventivo",90
"M400",3,0,0,0.712,"Mecanizado","Critica","C",0.751,"Correctivo",NA
"M400",4,0,0,1,"Mecanizado","Critica","C",0.751,"Correctivo",NA
